grau_risco,grau_risco_descricao,cnae_classe,cnae_descricao,cnae_secao,cnae_descricao_secao,sexo,faixa_etaria,total_obitos,obitos_acidente_trabalho,pct_acidente_trabalho,vinculos_cnae,taxa_obitos_por_mil_vinculos
2,Medio,47113,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,775,1,0.1,431337,1.797
2,Medio,47113,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,1009,2,0.2,431337,2.339
2,Medio,47113,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,6,0,0.0,431337,0.014
2,Medio,47113,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,5,0,0.0,431337,0.012
2,Medio,47113,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,402,1,0.2,431337,0.932
2,Medio,47113,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,83,0,0.0,431337,0.192
2,Medio,47113,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,17,0,0.0,431337,0.039
2,Medio,47113,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",G,Comércio; Reparação De Veículos Automotores E Motocicletas,Não informado,Não informada,1,0,0.0,431337,0.002
2,Medio,47130,"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,65+,59,0,0.0,50955,1.158
2,Medio,47130,"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,65+,7,0,0.0,50955,0.137
2,Medio,47130,"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,65+,1,0,0.0,50955,0.02
2,Medio,47130,"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,Não informada,21,0,0.0,50955,0.412
2,Medio,47130,"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,Não informada,2,0,0.0,50955,0.039
2,Medio,47130,"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,Não informada,2,0,0.0,50955,0.039
2,Medio,47130,"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,Não informada,169,0,0.0,50955,3.317
2,Medio,47130,"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,65+,1,0,0.0,50955,0.02
2,Medio,47130,"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,65+,223,1,0.4,50955,4.376
2,Medio,47130,"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,65+,162,0,0.0,50955,3.179
2,Medio,47130,"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,1,0,0.0,50955,0.02
2,Medio,47130,"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,774,2,0.3,50955,15.19
2,Medio,47130,"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,1,0,0.0,50955,0.02
2,Medio,47130,"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,3,0,0.0,50955,0.059
2,Medio,47130,"Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,913,1,0.1,50955,17.918
2,Medio,47211,"Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes",G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,65+,40,0,0.0,92612,0.432
2,Medio,47211,"Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes",G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,Não informada,144,1,0.7,92612,1.555
2,Medio,47211,"Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,65+,47,0,0.0,92612,0.507
2,Medio,47211,"Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,175,1,0.6,92612,1.89
2,Medio,47296,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo,G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,65+,41,0,0.0,52676,0.778
2,Medio,47296,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo,G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,Não informada,297,0,0.0,52676,5.638
2,Medio,47296,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo,G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,65+,141,0,0.0,52676,2.677
2,Medio,47296,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo,G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,790,0,0.0,52676,14.997
2,Medio,47415,Comércio varejista de tintas e materiais para pintura,G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,65+,6,0,0.0,13281,0.452
2,Medio,47415,Comércio varejista de tintas e materiais para pintura,G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,2,0,0.0,13281,0.151
2,Medio,47415,Comércio varejista de tintas e materiais para pintura,G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,5,0,0.0,13281,0.376
2,Medio,47431,Comércio varejista de vidros,G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,Não informada,2,0,0.0,11318,0.177
2,Medio,47431,Comércio varejista de vidros,G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,65+,1,0,0.0,11318,0.088
2,Medio,47431,Comércio varejista de vidros,G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,65+,75,0,0.0,11318,6.627
2,Medio,47431,Comércio varejista de vidros,G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,65+,1,0,0.0,11318,0.088
2,Medio,47431,Comércio varejista de vidros,G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,6,0,0.0,11318,0.53
2,Medio,47431,Comércio varejista de vidros,G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,346,0,0.0,11318,30.571
2,Medio,47431,Comércio varejista de vidros,G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,3,1,33.3,11318,0.265
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,65+,3,0,0.0,183230,0.016
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,Não informada,4,0,0.0,183230,0.022
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,Não informada,2,0,0.0,183230,0.011
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,Não informada,5,0,0.0,183230,0.027
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,65+,2,0,0.0,183230,0.011
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,65+,6,0,0.0,183230,0.033
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,65+,9,0,0.0,183230,0.049
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,65+,1,0,0.0,183230,0.005
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,65+,3,1,33.3,183230,0.016
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,65+,1,0,0.0,183230,0.005
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,5,0,0.0,183230,0.027
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,2,0,0.0,183230,0.011
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,6,0,0.0,183230,0.033
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,4,0,0.0,183230,0.022
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,1,0,0.0,183230,0.005
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,46,0,0.0,183230,0.251
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,6,0,0.0,183230,0.033
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,4,1,25.0,183230,0.022
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,5,1,20.0,183230,0.027
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,1,1,100.0,183230,0.005
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,1,0,0.0,183230,0.005
2,Medio,47440,"Comércio varejista de ferragens, madeira e materiais de construção",G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,75,0,0.0,183230,0.409
2,Medio,47717,Comércio varejista de produtos farmacêuticos para uso humano e veterinário,G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,65+,18,0,0.0,132641,0.136
2,Medio,47717,Comércio varejista de produtos farmacêuticos para uso humano e veterinário,G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,65+,2,0,0.0,132641,0.015
2,Medio,47717,Comércio varejista de produtos farmacêuticos para uso humano e veterinário,G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,65+,64,0,0.0,132641,0.483
2,Medio,47717,Comércio varejista de produtos farmacêuticos para uso humano e veterinário,G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,Não informada,8,0,0.0,132641,0.06
2,Medio,47717,Comércio varejista de produtos farmacêuticos para uso humano e veterinário,G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,Não informada,153,0,0.0,132641,1.153
2,Medio,47717,Comércio varejista de produtos farmacêuticos para uso humano e veterinário,G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,Não informada,2,0,0.0,132641,0.015
2,Medio,47717,Comércio varejista de produtos farmacêuticos para uso humano e veterinário,G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,Não informada,292,0,0.0,132641,2.201
2,Medio,47717,Comércio varejista de produtos farmacêuticos para uso humano e veterinário,G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,65+,97,0,0.0,132641,0.731
2,Medio,47717,Comércio varejista de produtos farmacêuticos para uso humano e veterinário,G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,65+,6,0,0.0,132641,0.045
2,Medio,47717,Comércio varejista de produtos farmacêuticos para uso humano e veterinário,G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,65+,56,0,0.0,132641,0.422
2,Medio,47717,Comércio varejista de produtos farmacêuticos para uso humano e veterinário,G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,303,0,0.0,132641,2.284
2,Medio,47717,Comércio varejista de produtos farmacêuticos para uso humano e veterinário,G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,314,0,0.0,132641,2.367
2,Medio,47717,Comércio varejista de produtos farmacêuticos para uso humano e veterinário,G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,13,0,0.0,132641,0.098
2,Medio,47717,Comércio varejista de produtos farmacêuticos para uso humano e veterinário,G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,3,0,0.0,132641,0.023
2,Medio,47857,Comércio varejista de artigos usados,G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,65+,1,0,0.0,3286,0.304
2,Medio,47857,Comércio varejista de artigos usados,G,Comércio; Reparação De Veículos Automotores E Motocicletas,F,Não informada,9,0,0.0,3286,2.739
2,Medio,47857,Comércio varejista de artigos usados,G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,65+,1,0,0.0,3286,0.304
2,Medio,47857,Comércio varejista de artigos usados,G,Comércio; Reparação De Veículos Automotores E Motocicletas,M,Não informada,10,0,0.0,3286,3.043
2,Medio,53105,Atividades de Correio,H,"Transporte, Armazenagem E Correio",F,65+,24,0,0.0,30654,0.783
2,Medio,53105,Atividades de Correio,H,"Transporte, Armazenagem E Correio",F,65+,1,0,0.0,30654,0.033
2,Medio,53105,Atividades de Correio,H,"Transporte, Armazenagem E Correio",F,65+,4,0,0.0,30654,0.13
2,Medio,53105,Atividades de Correio,H,"Transporte, Armazenagem E Correio",F,Não informada,89,0,0.0,30654,2.903
2,Medio,53105,Atividades de Correio,H,"Transporte, Armazenagem E Correio",F,Não informada,3,0,0.0,30654,0.098
2,Medio,53105,Atividades de Correio,H,"Transporte, Armazenagem E Correio",F,Não informada,1,0,0.0,30654,0.033
2,Medio,53105,Atividades de Correio,H,"Transporte, Armazenagem E Correio",F,Não informada,4,0,0.0,30654,0.13
2,Medio,53105,Atividades de Correio,H,"Transporte, Armazenagem E Correio",F,Não informada,1,0,0.0,30654,0.033
2,Medio,53105,Atividades de Correio,H,"Transporte, Armazenagem E Correio",F,Não informada,1,0,0.0,30654,0.033
2,Medio,53105,Atividades de Correio,H,"Transporte, Armazenagem E Correio",M,65+,3,0,0.0,30654,0.098
2,Medio,53105,Atividades de Correio,H,"Transporte, Armazenagem E Correio",M,65+,4,0,0.0,30654,0.13
2,Medio,53105,Atividades de Correio,H,"Transporte, Armazenagem E Correio",M,65+,2,0,0.0,30654,0.065
2,Medio,53105,Atividades de Correio,H,"Transporte, Armazenagem E Correio",M,65+,15,0,0.0,30654,0.489
2,Medio,53105,Atividades de Correio,H,"Transporte, Armazenagem E Correio",M,65+,66,0,0.0,30654,2.153
2,Medio,53105,Atividades de Correio,H,"Transporte, Armazenagem E Correio",M,65+,1,0,0.0,30654,0.033
2,Medio,53105,Atividades de Correio,H,"Transporte, Armazenagem E Correio",M,Não informada,12,0,0.0,30654,0.391
2,Medio,53105,Atividades de Correio,H,"Transporte, Armazenagem E Correio",M,Não informada,135,0,0.0,30654,4.404
2,Medio,53105,Atividades de Correio,H,"Transporte, Armazenagem E Correio",M,Não informada,2,0,0.0,30654,0.065
2,Medio,53105,Atividades de Correio,H,"Transporte, Armazenagem E Correio",M,Não informada,11,0,0.0,30654,0.359
2,Medio,53105,Atividades de Correio,H,"Transporte, Armazenagem E Correio",M,Não informada,4,0,0.0,30654,0.13
2,Medio,53105,Atividades de Correio,H,"Transporte, Armazenagem E Correio",M,Não informada,63,0,0.0,30654,2.055
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,F,65+,1,0,0.0,66217,0.015
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,F,65+,4,0,0.0,66217,0.06
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,F,65+,1,0,0.0,66217,0.015
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,F,65+,1,0,0.0,66217,0.015
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,F,65+,1,0,0.0,66217,0.015
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,F,65+,39,0,0.0,66217,0.589
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,F,65+,162,1,0.6,66217,2.447
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,F,Não informada,5,0,0.0,66217,0.076
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,F,Não informada,1,0,0.0,66217,0.015
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,F,Não informada,6,0,0.0,66217,0.091
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,F,Não informada,1,0,0.0,66217,0.015
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,F,Não informada,1,0,0.0,66217,0.015
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,F,Não informada,157,1,0.6,66217,2.371
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,F,Não informada,4,0,0.0,66217,0.06
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,F,Não informada,587,0,0.0,66217,8.865
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,F,Não informada,15,0,0.0,66217,0.227
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,M,65+,3,0,0.0,66217,0.045
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,M,65+,2,0,0.0,66217,0.03
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,M,65+,2,0,0.0,66217,0.03
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,M,65+,3,0,0.0,66217,0.045
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,M,65+,45,0,0.0,66217,0.68
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,M,65+,2,0,0.0,66217,0.03
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,M,Não informada,14,0,0.0,66217,0.211
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,M,Não informada,1,0,0.0,66217,0.015
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,M,Não informada,1,0,0.0,66217,0.015
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,M,Não informada,7,0,0.0,66217,0.106
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,M,Não informada,9,0,0.0,66217,0.136
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,M,Não informada,1,0,0.0,66217,0.015
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,M,Não informada,6,0,0.0,66217,0.091
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,M,Não informada,15,0,0.0,66217,0.227
2,Medio,55108,Hotéis e similares,I,Alojamento E Alimentação,M,Não informada,122,0,0.0,66217,1.842
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,65+,23,0,0.0,416426,0.055
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,65+,9,0,0.0,416426,0.022
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,65+,125,0,0.0,416426,0.3
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,65+,1,0,0.0,416426,0.002
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,65+,1,0,0.0,416426,0.002
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,65+,2,0,0.0,416426,0.005
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,65+,2,0,0.0,416426,0.005
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,65+,16,0,0.0,416426,0.038
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,65+,2,0,0.0,416426,0.005
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,65+,16,0,0.0,416426,0.038
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,65+,856,0,0.0,416426,2.056
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,65+,3,0,0.0,416426,0.007
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,Não informada,9,0,0.0,416426,0.022
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,Não informada,12,0,0.0,416426,0.029
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,Não informada,1,0,0.0,416426,0.002
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,Não informada,1,0,0.0,416426,0.002
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,Não informada,8,0,0.0,416426,0.019
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,Não informada,87,0,0.0,416426,0.209
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,Não informada,13,0,0.0,416426,0.031
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,Não informada,803,0,0.0,416426,1.928
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,Não informada,3,0,0.0,416426,0.007
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,Não informada,1,0,0.0,416426,0.002
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,Não informada,5,0,0.0,416426,0.012
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,Não informada,86,0,0.0,416426,0.207
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,Não informada,3,0,0.0,416426,0.007
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,Não informada,67,0,0.0,416426,0.161
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,Não informada,149,0,0.0,416426,0.358
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,Não informada,6,0,0.0,416426,0.014
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,F,Não informada,3936,2,0.1,416426,9.452
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,1,0,0.0,416426,0.002
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,199,0,0.0,416426,0.478
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,1,0,0.0,416426,0.002
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,3,0,0.0,416426,0.007
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,1,0,0.0,416426,0.002
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,22,0,0.0,416426,0.053
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,12,0,0.0,416426,0.029
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,12,0,0.0,416426,0.029
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,168,1,0.6,416426,0.403
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,1,0,0.0,416426,0.002
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,42,0,0.0,416426,0.101
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,413,1,0.2,416426,0.992
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,21,0,0.0,416426,0.05
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,9,0,0.0,416426,0.022
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,24,0,0.0,416426,0.058
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,27,0,0.0,416426,0.065
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,5,0,0.0,416426,0.012
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,2,0,0.0,416426,0.005
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,1,0,0.0,416426,0.002
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,10,0,0.0,416426,0.024
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,6,0,0.0,416426,0.014
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,65+,1,0,0.0,416426,0.002
2,Medio,56112,Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,I,Alojamento E Alimentação,M,Não informada,29,0,0.0,416426,0.07
