grau_risco,grau_risco_descricao,cnae_classe,cnae_descricao,cnae_secao,cnae_descricao_secao,sexo,faixa_etaria,total_obitos,obitos_acidente_trabalho,pct_acidente_trabalho,vinculos_cnae,taxa_obitos_por_mil_vinculos
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,F,65+,1,0,0.0,12888,0.078
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,F,Não informada,1,0,0.0,12888,0.078
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,F,Não informada,1,0,0.0,12888,0.078
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,F,Não informada,1,0,0.0,12888,0.078
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,65+,1,0,0.0,12888,0.078
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,65+,1,0,0.0,12888,0.078
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,65+,2,0,0.0,12888,0.155
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,65+,3,0,0.0,12888,0.233
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,65+,4,0,0.0,12888,0.31
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,65+,1,0,0.0,12888,0.078
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,65+,2,0,0.0,12888,0.155
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,65+,1,0,0.0,12888,0.078
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,Não informada,6,1,16.7,12888,0.466
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,Não informada,3,0,0.0,12888,0.233
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,Não informada,2,0,0.0,12888,0.155
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,Não informada,10,0,0.0,12888,0.776
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,Não informada,6,0,0.0,12888,0.466
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,Não informada,1,0,0.0,12888,0.078
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,Não informada,1,0,0.0,12888,0.078
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,Não informada,12,0,0.0,12888,0.931
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,Não informada,1,0,0.0,12888,0.078
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,Não informada,5,0,0.0,12888,0.388
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,Não informada,1,0,0.0,12888,0.078
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,Não informada,7,0,0.0,12888,0.543
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,Não informada,2,0,0.0,12888,0.155
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,Não informada,2,0,0.0,12888,0.155
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,Não informada,10,0,0.0,12888,0.776
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,Não informada,10,0,0.0,12888,0.776
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,Não informada,5,0,0.0,12888,0.388
4,Critico,08100,"Extração de pedra, areia e argila",B,Indústrias Extrativas,M,Não informada,1,0,0.0,12888,0.078
4,Critico,09106,Atividades de apoio à extração de petróleo e gás natural,B,Indústrias Extrativas,M,Não informada,1,0,0.0,466,2.146
4,Critico,20924,Fabricação de explosivos,C,Indústrias De Transformação,M,65+,1,0,0.0,1124,0.89
4,Critico,20924,Fabricação de explosivos,C,Indústrias De Transformação,M,Não informada,3,0,0.0,1124,2.669
4,Critico,20924,Fabricação de explosivos,C,Indústrias De Transformação,M,Não informada,1,0,0.0,1124,0.89
4,Critico,20924,Fabricação de explosivos,C,Indústrias De Transformação,M,Não informada,3,0,0.0,1124,2.669
4,Critico,23303,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",C,Indústrias De Transformação,F,65+,1,0,0.0,26835,0.037
4,Critico,23303,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",C,Indústrias De Transformação,F,Não informada,1,0,0.0,26835,0.037
4,Critico,23303,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",C,Indústrias De Transformação,M,65+,1,0,0.0,26835,0.037
4,Critico,23303,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",C,Indústrias De Transformação,M,Não informada,1,0,0.0,26835,0.037
4,Critico,23303,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",C,Indústrias De Transformação,M,Não informada,1,0,0.0,26835,0.037
4,Critico,23303,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",C,Indústrias De Transformação,M,Não informada,2,0,0.0,26835,0.075
4,Critico,23303,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",C,Indústrias De Transformação,M,Não informada,1,0,0.0,26835,0.037
4,Critico,23303,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",C,Indústrias De Transformação,M,Não informada,1,0,0.0,26835,0.037
4,Critico,23303,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",C,Indústrias De Transformação,M,Não informada,4,0,0.0,26835,0.149
4,Critico,23419,Fabricação de produtos cerâmicos refratários,C,Indústrias De Transformação,M,Não informada,1,0,0.0,2871,0.348
4,Critico,23494,Fabricação de produtos cerâmicos não refratários não especificados anteriormente,C,Indústrias De Transformação,F,65+,1,0,0.0,7577,0.132
4,Critico,23494,Fabricação de produtos cerâmicos não refratários não especificados anteriormente,C,Indústrias De Transformação,F,Não informada,8,0,0.0,7577,1.056
4,Critico,23494,Fabricação de produtos cerâmicos não refratários não especificados anteriormente,C,Indústrias De Transformação,F,Não informada,11,0,0.0,7577,1.452
4,Critico,23494,Fabricação de produtos cerâmicos não refratários não especificados anteriormente,C,Indústrias De Transformação,M,65+,1,0,0.0,7577,0.132
4,Critico,23494,Fabricação de produtos cerâmicos não refratários não especificados anteriormente,C,Indústrias De Transformação,M,65+,2,0,0.0,7577,0.264
4,Critico,23494,Fabricação de produtos cerâmicos não refratários não especificados anteriormente,C,Indústrias De Transformação,M,65+,4,0,0.0,7577,0.528
4,Critico,23494,Fabricação de produtos cerâmicos não refratários não especificados anteriormente,C,Indústrias De Transformação,M,65+,1,0,0.0,7577,0.132
4,Critico,23494,Fabricação de produtos cerâmicos não refratários não especificados anteriormente,C,Indústrias De Transformação,M,Não informada,11,0,0.0,7577,1.452
4,Critico,23494,Fabricação de produtos cerâmicos não refratários não especificados anteriormente,C,Indústrias De Transformação,M,Não informada,1,0,0.0,7577,0.132
4,Critico,23494,Fabricação de produtos cerâmicos não refratários não especificados anteriormente,C,Indústrias De Transformação,M,Não informada,23,1,4.3,7577,3.036
4,Critico,23494,Fabricação de produtos cerâmicos não refratários não especificados anteriormente,C,Indústrias De Transformação,M,Não informada,1,0,0.0,7577,0.132
4,Critico,23494,Fabricação de produtos cerâmicos não refratários não especificados anteriormente,C,Indústrias De Transformação,M,Não informada,1,0,0.0,7577,0.132
4,Critico,23494,Fabricação de produtos cerâmicos não refratários não especificados anteriormente,C,Indústrias De Transformação,M,Não informada,5,0,0.0,7577,0.66
4,Critico,24121,Produção de ferroligas,C,Indústrias De Transformação,M,Não informada,3,0,0.0,817,3.672
4,Critico,24121,Produção de ferroligas,C,Indústrias De Transformação,M,Não informada,2,0,0.0,817,2.448
4,Critico,24229,Produção de laminados planos de aço,C,Indústrias De Transformação,F,Não informada,1,0,0.0,3096,0.323
4,Critico,24229,Produção de laminados planos de aço,C,Indústrias De Transformação,M,65+,2,0,0.0,3096,0.646
4,Critico,24229,Produção de laminados planos de aço,C,Indústrias De Transformação,M,65+,1,0,0.0,3096,0.323
4,Critico,24229,Produção de laminados planos de aço,C,Indústrias De Transformação,M,Não informada,4,0,0.0,3096,1.292
4,Critico,24229,Produção de laminados planos de aço,C,Indústrias De Transformação,M,Não informada,2,0,0.0,3096,0.646
4,Critico,24229,Produção de laminados planos de aço,C,Indústrias De Transformação,M,Não informada,5,0,0.0,3096,1.615
4,Critico,24229,Produção de laminados planos de aço,C,Indústrias De Transformação,M,Não informada,1,0,0.0,3096,0.323
4,Critico,24237,Produção de laminados longos de aço,C,Indústrias De Transformação,F,Não informada,1,0,0.0,5856,0.171
4,Critico,24237,Produção de laminados longos de aço,C,Indústrias De Transformação,M,65+,1,0,0.0,5856,0.171
4,Critico,24237,Produção de laminados longos de aço,C,Indústrias De Transformação,M,65+,5,0,0.0,5856,0.854
4,Critico,24237,Produção de laminados longos de aço,C,Indústrias De Transformação,M,Não informada,2,0,0.0,5856,0.342
4,Critico,24237,Produção de laminados longos de aço,C,Indústrias De Transformação,M,Não informada,1,0,0.0,5856,0.171
4,Critico,24237,Produção de laminados longos de aço,C,Indústrias De Transformação,M,Não informada,7,0,0.0,5856,1.195
4,Critico,24237,Produção de laminados longos de aço,C,Indústrias De Transformação,M,Não informada,13,0,0.0,5856,2.22
4,Critico,24237,Produção de laminados longos de aço,C,Indústrias De Transformação,M,Não informada,12,0,0.0,5856,2.049
4,Critico,24237,Produção de laminados longos de aço,C,Indústrias De Transformação,M,Não informada,1,0,0.0,5856,0.171
4,Critico,24415,Metalurgia do alumínio e suas ligas,C,Indústrias De Transformação,M,65+,12,0,0.0,12975,0.925
4,Critico,24415,Metalurgia do alumínio e suas ligas,C,Indústrias De Transformação,M,65+,12,0,0.0,12975,0.925
4,Critico,24415,Metalurgia do alumínio e suas ligas,C,Indústrias De Transformação,M,65+,1,0,0.0,12975,0.077
4,Critico,24415,Metalurgia do alumínio e suas ligas,C,Indústrias De Transformação,M,Não informada,40,1,2.5,12975,3.083
4,Critico,24415,Metalurgia do alumínio e suas ligas,C,Indústrias De Transformação,M,Não informada,49,0,0.0,12975,3.776
4,Critico,24415,Metalurgia do alumínio e suas ligas,C,Indústrias De Transformação,M,Não informada,5,0,0.0,12975,0.385
4,Critico,24431,Metalurgia do cobre,C,Indústrias De Transformação,M,Não informada,3,0,0.0,3251,0.923
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,F,65+,1,0,0.0,10053,0.099
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,F,65+,1,0,0.0,10053,0.099
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,F,Não informada,1,0,0.0,10053,0.099
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,F,Não informada,1,0,0.0,10053,0.099
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,M,65+,3,0,0.0,10053,0.298
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,M,65+,3,0,0.0,10053,0.298
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,M,65+,15,0,0.0,10053,1.492
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,M,65+,1,0,0.0,10053,0.099
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,M,65+,7,0,0.0,10053,0.696
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,M,65+,4,0,0.0,10053,0.398
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,M,65+,10,0,0.0,10053,0.995
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,M,Não informada,6,0,0.0,10053,0.597
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,M,Não informada,1,0,0.0,10053,0.099
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,M,Não informada,1,0,0.0,10053,0.099
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,M,Não informada,5,0,0.0,10053,0.497
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,M,Não informada,89,0,0.0,10053,8.853
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,M,Não informada,119,2,1.7,10053,11.837
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,M,Não informada,7,0,0.0,10053,0.696
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,M,Não informada,9,0,0.0,10053,0.895
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,M,Não informada,12,0,0.0,10053,1.194
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,M,Não informada,5,0,0.0,10053,0.497
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,M,Não informada,27,0,0.0,10053,2.686
4,Critico,24512,Fundição de ferro e aço,C,Indústrias De Transformação,M,Não informada,13,0,0.0,10053,1.293
4,Critico,24521,Fundição de metais não ferrosos e suas ligas,C,Indústrias De Transformação,M,65+,1,1,100.0,6267,0.16
4,Critico,24521,Fundição de metais não ferrosos e suas ligas,C,Indústrias De Transformação,M,Não informada,5,0,0.0,6267,0.798
4,Critico,25314,Produção de forjados de aço e de metais não ferrosos e suas ligas,C,Indústrias De Transformação,M,Não informada,2,0,0.0,2401,0.833
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,F,65+,1,0,0.0,29070,0.034
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,F,65+,1,0,0.0,29070,0.034
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,F,Não informada,4,0,0.0,29070,0.138
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,F,Não informada,1,0,0.0,29070,0.034
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,F,Não informada,2,0,0.0,29070,0.069
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,65+,2,0,0.0,29070,0.069
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,65+,21,0,0.0,29070,0.722
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,65+,1,0,0.0,29070,0.034
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,65+,1,0,0.0,29070,0.034
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,65+,3,0,0.0,29070,0.103
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,65+,1,0,0.0,29070,0.034
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,65+,22,0,0.0,29070,0.757
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,65+,3,0,0.0,29070,0.103
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,65+,3,0,0.0,29070,0.103
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,65+,2,0,0.0,29070,0.069
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,Não informada,8,0,0.0,29070,0.275
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,Não informada,116,0,0.0,29070,3.99
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,Não informada,127,0,0.0,29070,4.369
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,Não informada,2,0,0.0,29070,0.069
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,Não informada,1,0,0.0,29070,0.034
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,Não informada,1,0,0.0,29070,0.034
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,Não informada,30,0,0.0,29070,1.032
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,Não informada,5,1,20.0,29070,0.172
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,Não informada,1,0,0.0,29070,0.034
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,Não informada,11,0,0.0,29070,0.378
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,Não informada,2,0,0.0,29070,0.069
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,Não informada,13,0,0.0,29070,0.447
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,Não informada,7,0,0.0,29070,0.241
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,Não informada,2,0,0.0,29070,0.069
4,Critico,25390,"Serviços de usinagem, solda, tratamento e revestimento em metais",C,Indústrias De Transformação,M,Não informada,5,0,0.0,29070,0.172
4,Critico,25926,Fabricação de produtos de trefilados de metal,C,Indústrias De Transformação,M,65+,1,0,0.0,14455,0.069
4,Critico,25926,Fabricação de produtos de trefilados de metal,C,Indústrias De Transformação,M,65+,3,0,0.0,14455,0.208
4,Critico,25926,Fabricação de produtos de trefilados de metal,C,Indústrias De Transformação,M,Não informada,2,0,0.0,14455,0.138
4,Critico,25926,Fabricação de produtos de trefilados de metal,C,Indústrias De Transformação,M,Não informada,1,0,0.0,14455,0.069
4,Critico,25926,Fabricação de produtos de trefilados de metal,C,Indústrias De Transformação,M,Não informada,6,0,0.0,14455,0.415
4,Critico,42111,Construção de rodovias e ferrovias,F,Construção,F,65+,1,0,0.0,40504,0.025
4,Critico,42111,Construção de rodovias e ferrovias,F,Construção,F,Não informada,1,0,0.0,40504,0.025
4,Critico,42111,Construção de rodovias e ferrovias,F,Construção,M,65+,1,0,0.0,40504,0.025
4,Critico,42111,Construção de rodovias e ferrovias,F,Construção,M,65+,1,0,0.0,40504,0.025
4,Critico,42111,Construção de rodovias e ferrovias,F,Construção,M,65+,2,0,0.0,40504,0.049
4,Critico,42111,Construção de rodovias e ferrovias,F,Construção,M,65+,1,0,0.0,40504,0.025
4,Critico,42111,Construção de rodovias e ferrovias,F,Construção,M,65+,2,0,0.0,40504,0.049
4,Critico,42111,Construção de rodovias e ferrovias,F,Construção,M,65+,3,0,0.0,40504,0.074
4,Critico,42111,Construção de rodovias e ferrovias,F,Construção,M,Não informada,3,0,0.0,40504,0.074
4,Critico,42111,Construção de rodovias e ferrovias,F,Construção,M,Não informada,4,0,0.0,40504,0.099
4,Critico,42111,Construção de rodovias e ferrovias,F,Construção,M,Não informada,8,0,0.0,40504,0.198
4,Critico,42111,Construção de rodovias e ferrovias,F,Construção,M,Não informada,27,0,0.0,40504,0.667
4,Critico,42111,Construção de rodovias e ferrovias,F,Construção,M,Não informada,2,0,0.0,40504,0.049
4,Critico,42111,Construção de rodovias e ferrovias,F,Construção,M,Não informada,7,0,0.0,40504,0.173
4,Critico,42111,Construção de rodovias e ferrovias,F,Construção,M,Não informada,5,0,0.0,40504,0.123
4,Critico,42111,Construção de rodovias e ferrovias,F,Construção,M,Não informada,5,0,0.0,40504,0.123
4,Critico,42111,Construção de rodovias e ferrovias,F,Construção,M,Não informada,4,0,0.0,40504,0.099
4,Critico,42120,Construção de obras de arte especiais,F,Construção,F,65+,1,0,0.0,4041,0.247
4,Critico,42120,Construção de obras de arte especiais,F,Construção,F,Não informada,2,0,0.0,4041,0.495
4,Critico,42120,Construção de obras de arte especiais,F,Construção,M,65+,2,0,0.0,4041,0.495
4,Critico,42120,Construção de obras de arte especiais,F,Construção,M,Não informada,3,0,0.0,4041,0.742
4,Critico,42219,Obras para geração e distribuição de energia elétrica e para telecomunicações,F,Construção,F,Não informada,11,0,0.0,41249,0.267
4,Critico,42219,Obras para geração e distribuição de energia elétrica e para telecomunicações,F,Construção,F,Não informada,1,0,0.0,41249,0.024
4,Critico,42219,Obras para geração e distribuição de energia elétrica e para telecomunicações,F,Construção,F,Não informada,2,0,0.0,41249,0.048
4,Critico,42219,Obras para geração e distribuição de energia elétrica e para telecomunicações,F,Construção,M,65+,40,0,0.0,41249,0.97
4,Critico,42219,Obras para geração e distribuição de energia elétrica e para telecomunicações,F,Construção,M,65+,1,0,0.0,41249,0.024
4,Critico,42219,Obras para geração e distribuição de energia elétrica e para telecomunicações,F,Construção,M,65+,5,0,0.0,41249,0.121
4,Critico,42219,Obras para geração e distribuição de energia elétrica e para telecomunicações,F,Construção,M,65+,1,0,0.0,41249,0.024
4,Critico,42219,Obras para geração e distribuição de energia elétrica e para telecomunicações,F,Construção,M,65+,27,1,3.7,41249,0.655
4,Critico,42219,Obras para geração e distribuição de energia elétrica e para telecomunicações,F,Construção,M,65+,2,0,0.0,41249,0.048
4,Critico,42219,Obras para geração e distribuição de energia elétrica e para telecomunicações,F,Construção,M,65+,3,0,0.0,41249,0.073
4,Critico,42219,Obras para geração e distribuição de energia elétrica e para telecomunicações,F,Construção,M,Não informada,7,0,0.0,41249,0.17
4,Critico,42219,Obras para geração e distribuição de energia elétrica e para telecomunicações,F,Construção,M,Não informada,9,0,0.0,41249,0.218
4,Critico,42219,Obras para geração e distribuição de energia elétrica e para telecomunicações,F,Construção,M,Não informada,88,2,2.3,41249,2.133
4,Critico,42219,Obras para geração e distribuição de energia elétrica e para telecomunicações,F,Construção,M,Não informada,7,0,0.0,41249,0.17
4,Critico,42219,Obras para geração e distribuição de energia elétrica e para telecomunicações,F,Construção,M,Não informada,2,0,0.0,41249,0.048
4,Critico,42219,Obras para geração e distribuição de energia elétrica e para telecomunicações,F,Construção,M,Não informada,1,0,0.0,41249,0.024
4,Critico,42219,Obras para geração e distribuição de energia elétrica e para telecomunicações,F,Construção,M,Não informada,10,0,0.0,41249,0.242
4,Critico,42219,Obras para geração e distribuição de energia elétrica e para telecomunicações,F,Construção,M,Não informada,2,0,0.0,41249,0.048
4,Critico,42219,Obras para geração e distribuição de energia elétrica e para telecomunicações,F,Construção,M,Não informada,194,1,0.5,41249,4.703
4,Critico,42219,Obras para geração e distribuição de energia elétrica e para telecomunicações,F,Construção,M,Não informada,7,0,0.0,41249,0.17
4,Critico,42219,Obras para geração e distribuição de energia elétrica e para telecomunicações,F,Construção,M,Não informada,7,1,14.3,41249,0.17
4,Critico,42227,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas",F,Construção,F,Não informada,1,0,0.0,7842,0.128
4,Critico,42227,"Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas",F,Construção,M,Não informada,4,0,0.0,7842,0.51
4,Critico,42910,"Obras portuárias, marítimas e fluviais",F,Construção,F,Não informada,1,0,0.0,1862,0.537
4,Critico,42910,"Obras portuárias, marítimas e fluviais",F,Construção,M,65+,3,0,0.0,1862,1.611
4,Critico,42910,"Obras portuárias, marítimas e fluviais",F,Construção,M,Não informada,20,0,0.0,1862,10.741
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,F,65+,21,0,0.0,40970,0.513
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,F,65+,1,0,0.0,40970,0.024
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,F,65+,2,0,0.0,40970,0.049
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,F,Não informada,5,0,0.0,40970,0.122
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,F,Não informada,13,0,0.0,40970,0.317
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,F,Não informada,1,0,0.0,40970,0.024
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,F,Não informada,2,0,0.0,40970,0.049
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,F,Não informada,185,0,0.0,40970,4.515
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,65+,5,0,0.0,40970,0.122
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,65+,15,0,0.0,40970,0.366
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,65+,2,0,0.0,40970,0.049
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,65+,17,0,0.0,40970,0.415
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,65+,1,0,0.0,40970,0.024
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,65+,5,1,20.0,40970,0.122
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,65+,2,0,0.0,40970,0.049
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,65+,345,3,0.9,40970,8.421
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,65+,12,0,0.0,40970,0.293
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,65+,25,0,0.0,40970,0.61
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,65+,304,1,0.3,40970,7.42
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,65+,2,0,0.0,40970,0.049
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,65+,1,0,0.0,40970,0.024
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,Não informada,2,0,0.0,40970,0.049
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,Não informada,1,0,0.0,40970,0.024
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,Não informada,1612,8,0.5,40970,39.346
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,Não informada,4,0,0.0,40970,0.098
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,Não informada,1,0,0.0,40970,0.024
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,Não informada,28,0,0.0,40970,0.683
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,Não informada,37,0,0.0,40970,0.903
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,Não informada,148,2,1.4,40970,3.612
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,Não informada,2,0,0.0,40970,0.049
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,Não informada,2534,0,0.0,40970,61.85
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,Não informada,94,1,1.1,40970,2.294
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,Não informada,26,0,0.0,40970,0.635
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,Não informada,173,0,0.0,40970,4.223
4,Critico,42928,Montagem de instalações industriais e de estruturas metálicas,F,Construção,M,Não informada,8,0,0.0,40970,0.195
